,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
107,2020-01-24,163.90214775975574,153.0584584626157,177.171826125024,163.90214775975574,163.90214775975574,1.250659225999927,1.250659225999927,1.250659225999927,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142415725,-2.7481718142415725,-2.7481718142415725,8.574232633100538,8.574232633100538,8.574232633100538,0.0,0.0,0.0,165.15280698575566
108,2020-01-31,163.14437059359378,151.12742424495283,174.50380868965223,163.14437059359378,163.14437059359378,-0.029769856558651626,-0.029769856558651626,-0.029769856558651626,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142439173,-2.7481718142439173,-2.7481718142439173,7.293803550544304,7.293803550544304,7.293803550544304,0.0,0.0,0.0,163.11460073703512
109,2020-02-07,162.38659342743185,147.8927129342169,172.38712535539872,162.38659342743185,162.38659342743185,-2.325206314235092,-2.325206314235092,-2.325206314235092,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142430887,-2.7481718142430887,-2.7481718142430887,4.998367092867035,4.998367092867035,4.998367092867035,0.0,0.0,0.0,160.06138711319676
110,2020-02-14,161.6288162612699,145.84805438302615,170.4989170362211,161.6288162612699,161.6288162612699,-3.4461787913175526,-3.4461787913175526,-3.4461787913175526,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142428764,-2.7481718142428764,-2.7481718142428764,3.877394615784362,3.877394615784362,3.877394615784362,0.0,0.0,0.0,158.18263746995234
111,2020-02-21,160.87103909510796,146.2328231769907,170.4312305218383,160.87103909510796,160.87103909510796,-2.4711469190730395,-2.4711469190730395,-2.4711469190730395,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142426645,-2.7481718142426645,-2.7481718142426645,4.852426488028663,4.852426488028663,4.852426488028663,0.0,0.0,0.0,158.3998921760349
112,2020-02-28,160.113261928946,146.48550292774337,171.43855561885766,160.113261928946,160.113261928946,-0.9752563956354312,-0.9752563956354312,-0.9752563956354312,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142424527,-2.7481718142424527,-2.7481718142424527,6.34831701146606,6.34831701146606,6.34831701146606,0.0,0.0,0.0,159.13800553331058
113,2020-03-06,159.35548476278407,145.89941845086727,169.60300085105695,159.35548476278407,159.35548476278407,-1.4494435635876957,-1.4494435635876957,-1.4494435635876957,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814241624,-2.748171814241624,-2.748171814241624,5.874129843512967,5.874129843512967,5.874129843512967,0.0,0.0,0.0,157.90604119919638
114,2020-03-13,159.11109714614997,142.8601399410165,166.92101360708028,159.11109714614997,159.11109714614997,-4.393412215214269,-4.393412215214269,-4.393412215214269,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242028,-2.748171814242028,-2.748171814242028,2.9301611918867985,2.9301611918867985,2.9301611918867985,0.0,0.0,0.0,154.71768493093572
115,2020-03-20,158.8667095295159,139.38679077784434,164.04219049243946,158.8667095295159,158.8667095295159,-7.381605672621074,-7.381605672621074,-7.381605672621074,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142431406,-2.7481718142431406,-2.7481718142431406,-0.058032265518895176,-0.058032265518895176,-0.058032265518895176,0.0,0.0,0.0,151.48510385689482
116,2020-03-27,158.6223219128818,138.82804777636423,163.19663422885958,158.6223219128818,158.6223219128818,-7.42404369801817,-7.42404369801817,-7.42404369801817,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142429283,-2.7481718142429283,-2.7481718142429283,-0.10047029091620281,-0.10047029091620281,-0.10047029091620281,0.0,0.0,0.0,151.19827821486362
